comment_id,video_id,comment_text,like_count,comment_date,channel_id
UgxvlGu4vpkrvBBIZMB4AaABAg,ry-ezCs7Tbo,Thank you so much for sharing this recipe with me. I just made it now for my mom who’s healing from heart failure. She’s unable to eat a lot of things these days but she was willing to eat this egg drop soup. ❤️‍🩹💐 So much love to y’all!,29,2024-01-26,UCDq9fWDkjOJiRbLggrkSyig
UgxvnCoezaGM2jYLyXl4AaABAg,nY0jbB6rQpQ,"""Why couldn't you be this explosive in the ring?"" - Sonny Liston's toilet",9387,2022-06-08,UCTmKplBlOWZOiE4kJWQEFvA
UgxvpdCG5ioJPKETn7R4AaABAg,ekr2nIex040,Yeah...she really killed it 😂 No ads nor expectations...Just popped up and showed how it's done! She is the real deal!!!,7004,2024-10-19,UCNNg90DeD6qKmWeRR8ujhrA
UgxVq4-YemJT4r05G_t4AaABAg,0z-fDzv-QMI,Aaaand that's why J.cole apologized kids 😂,2307,2024-05-07,UCgjR2aA54XOdZKDg69tw2Mw
Ugxvq6pz2OFd89jhNO54AaABAg,JeTkMdw6RK8,Chandler is hiding his browser history lol,32,2023-08-10,UC3RL8GJKd8u3z_v90ANHt0A
UgxvQCbJ4EDkv0asFl14AaABAg,2s6hqD-P1Dc,imagine if he scrolled past the beat that day.. 😭,10597,2025-10-13,UCWQrSQ0wJ3oZshXsZcl_Srg
UgxvqXlO-VbxoNFV8yV4AaABAg,ckJwwJDQHHU,I love how the background music is a super mario but elegant song.,536,2022-06-21,UC6-YzA6mFi0efcfh0AKRw1A
UgxVTMutvxBDs940qBV4AaABAg,swChRXHTH58,"I use a cpap machine to breathe and am physically disabled as well, so when I’m traveling and it’s the middle of the night and I realize I don’t have my water purifier with me when I’m in an inaccessible situation but I do have a stove set up… Yeah, this is super peaceful! Also knowledge is the most important thing for emergencies.",5,2025-07-25,UCveTl_o5tgCtHvHtixgEy0Q
UgxvV4xbcjo3UBibLMB4AaABAg,SVx-ZrVYaqY,"Meanwhile present-day Barbers:
""We cut your hair three inches. That would be $100.""",426,2023-03-31,UCAg51yCVZSVKh8jOL5ENbgQ
UgxVVT7QKIJGglODo6J4AaABAg,qrO4YZeyl0I,"Nowadays kids thinking that Billie Eillish is the queen of weirdness lol
Kids, I feel bad you didn’t know Lady Gaga in her golden age.",31423,2019-07-07,UCtrMfdsivacjqZ7mpNsUuDw
UgxVW65qMyjuxny4Y5l4AaABAg,Uhic7JAaN94,"Train like an OLYMPIC Thrower with our Throws University Strength Programs 🥇💪
👉 https://www.throwsuniversity.com/online-training",163,2022-03-07,UCJHN67MyAkxKpVCS6olM_Vw
UgxVwu7jaT066nAJyz94AaABAg,0XK1vWCoPss,they almost look like the calamity texture pack stuff,9256,2022-05-11,UC13jAdBfmDf99nvfre49IYw
UgxvxdiSfDWg7kiYned4AaABAg,DBTrReE8rLQ,Nice,12,2025-10-29,UCHV4dOj6lywQN52i0V__U0g
UgxVYaOoPiMoa-PCOeF4AaABAg,CitM7hHWBM8,The coins where promised 3000 years ago,601,2025-05-17,UCN_lEUt1pamaOUQWldmOPhg
UgxvYFjQS3YM-4eJF4N4AaABAg,nxtXQ4XbP3U,Chicken just proved himself that he is worthy of saving the world,8158,2023-06-23,UC6c7CzRdlaWJJBUKjx-8rog
UgxVyqBMJ9EpSUhvpuR4AaABAg,e-ORhEE9VVg,Don’t mind me I’m just escaping the horrors of 2020.,704,2020-06-30,UCNNF3s61Vsg5kHk3Tzlnt2Q
UgxW_Tzj1ESSs20IQ7N4AaABAg,Gf-j-FE_i_Y,My hair at night,29,2024-05-29,UCKw5DLvK3OmU2D3icFU3r2Q
Ugxw0S6uo7QG2x2oYYx4AaABAg,eLvXS6J_ETQ,"""Bro, whose chemical is this?""

""Bromine""",489673,2021-04-28,UC9RR9HYJBiYPq2fgFeItp3A
UgxW214smZpl9b1oSUZ4AaABAg,EFvoCCRZWyI,Bro took the droplet of regret and resignation 😭,9961,2025-09-04,UCSTub5_vx5an0JPG2SMEFKQ
Ugxw2Aa602vNkgZ91x94AaABAg,bOE5H9b_nSE,"""Columbia, Houston, comm check.""
I know that was procedure, but it's still incredibly haunting knowing what has happened 😨",6876,2023-02-03,UCRuuEvaxrWpeJ375zfIeliQ
UgxW630kgI6bD0anKLV4AaABAg,XNCeQIv-sho,"The guide watching someone throw his voodoo doll into lava six seconds after he was born:
👁️👄👁️",5778,2023-02-03,UCNqf-SS_GJI0kp2DklN-JUQ
Ugxw68mIpy-HttCgQvV4AaABAg,19pA4LpY8Uw,"The familiarity of your endings is so uplifting, feels like an old friend. Peace and health to you!",4584,2021-09-21,UCmrEj8ucMOFLH7I73k9oJ5A
Ugxw6jmyQkcO2hyzpp54AaABAg,WJfhTGreRCQ,My fingers don’t let this happen,44,2025-08-28,UCdiMMds1aXVGr0mxECUbcSQ
Ugxw7SqTvXZEPuH-y014AaABAg,6DEqpCajJR8,"There were 4 victims. The owner is not a victim, he's the perpetrator.",127,2026-01-27,UC8TKEhExrRXz535ZRCDld6g
UgxW9sLdtHteB1VEZP54AaABAg,PpHYrgAdGHA,"Hey everyone! I just want you to know, this woman has probably been practicing for a while, or has extreme core strength. Trust me when I say,  If you cant, youre not fat, or weak.   Not everyone has the same strength. I can do it, but ive been practicing for THREE years. It takes practice, but trust me, youll get there.",83,2024-09-01,UCk82Jlbme5k5UtQhDAS8K-Q
UgxwCo5X1wbC8LgArSJ4AaABAg,rK5TyISxZ_M,This is the first popular song ive heard in years that actually sounds original,23372,2026-01-08,UCpLBEfT1Ts4ZAHFH4mWXW-g
UgxWCYYCweMqiEb6dJl4AaABAg,PlnfWk2hmQc,"Everytime I see the skin getting cut

It makes me flinch on that same area",3123,2021-01-16,UCqhLdKuPqvzl4_31i_oLulw
UgxWDnOj0_GOpfs3V1N4AaABAg,HAl8_NuxyhY,"It is the rotation i always wondered about.. when leaning with the driver, rotating feels so weird.. should you rotate on a different plane or same as iron?",4,2023-08-02,UCbILnBVCfMmoKHjM5liN6Aw
UgxwfKxe5ZyhhK7d9zR4AaABAg,GukUwrl-Cm8,"Not all of them will have red connections, you can look at the battery and it should have a + or - symbol next to its posts to label them if both wires are black.  A lot of newer cars also have specific posts for jump starting that are away from the battery for reasons as simple as the battery isn't in the engine compartment and for other reasons a lot of people have already said.",141,2022-10-19,UCC9sdg3s9RGQD0Q74dgP1lw
UgxWGubMJ63e7blE2bR4AaABAg,hks4RG3ohtg,Movie name pirates of Caribbean best movie bole to lallan top 😆,1300,2023-02-16,UCP_Wb2KcH6HIeJtQarjAQ3w
UgxWGuccnPi_RNmDYC54AaABAg,dniaE2fk_5Y,Thank you I'll remember this when I move to Tahiti,36,2024-03-27,UCXl8aWZJJ0yU9sWqGTgVQiA
UgxWhj9FCeK5todLOjx4AaABAg,v_TiACkaN2k,"it’s refreshing to see an rv video that’s not a family of 9 living in one van with bookshelves for kids bedrooms, love how she’s embracing her independence",244003,2023-06-16,UCNydNvoGMHMzqHeLg_kzMqQ
UgxWi9hgCeQSJOM__FV4AaABAg,OoGz6kr9YnI,"Linesman: ""Oh I can't wait for him to fall for it"".",64893,2022-10-09,UCQNuLj31SG8jr5E5YN3a3Dw
UgxwIK6Hkbl5U1CjdmB4AaABAg,rWAGlAGU9VE,"me: why I am here
my mind: to look those solid thighs",815,2022-03-03,UC_GbJzuCNCBPI5gjyj_uAsA
UgxWJpSc0W2RrJQuwyh4AaABAg,PmDBK6_Qrt4,"""They grow six inches long""
So they grow really long then",107,2022-07-06,UCvFf8vEjFVfkogUwdK29iCw
UgxwlxH-aefdviVacVF4AaABAg,-Sd0W1zLG4s,Unlocking every SRV song.,5166,2023-03-29,UCMnOKKXE9zZBMQh4hiwj87A
UgxwMBSqlESp9dZTYfl4AaABAg,dXpNUig_cPk,"Best quickfix ever: when singing high notes, don't think up, think towards the back (from front of your mouth toward the back of your neck and beyond). Works every time for me, but requires a lot of attention. Basically fixed 20 years worth of bad technique.",2102,2024-04-09,UCOaorUKgf4DOHlRNfkFqYKA
UgxWmfk0SKRPlmdndlp4AaABAg,5nosjSSf3io,Random McDonalds employees looking better than most of the supermodels,20458,2023-06-21,UCENmt-yJAanY_ZNBM0hRR8A
UgxWMjA5_xy9AOXDwAd4AaABAg,-Sd0W1zLG4s,It helps to have SRV's tone dialed in,2882,2023-03-31,UCLc0X3bqQLYLGauRfAieHaQ
UgxWmzwZJDUtviPf0G14AaABAg,fO4ViYDw2l8,As a mom of a son in PBR this brought tears God bless 🎉🎉🎉,103,2025-10-13,UC35N01Fc3SZwXdUbQ-ySNqg
UgxWn-FEAQEK7Pu3bz94AaABAg,nxtXQ4XbP3U,"""How lucky do you want this person to be? ""

Minecraft: yes",8007,2021-09-09,UCqajkIg9qhD2UP5ofKN4ygw
UgxWNhUbGT_3yRVEjrF4AaABAg,Rvmvt7gscIM,"I have experienced TWO head traumas, and have had to relearn how to talk (with any semblance of comprehensibility) and walk, TWICE. Neuronal Plasticity is a Thing. We are amazing machines.",873,2025-03-20,UCiPtMWF-i5dDaFc_goJcWaw
UgxwnLAgAUs2wZZeKNB4AaABAg,sy0OzLKDGUo,"Nick: **Hand chop the Truffles**
Lynja: I'm proud just looking at him.",14228,2021-10-16,UCZTv7c61Ssi9NzaZSRMZmiw
Ugxwnpzq_Le5fd5wSIR4AaABAg,F5tSoaJ93ac,Anyone from 2026 😅,92,2026-02-06,UCVP9AYM3HNeuqXSDEzmjdkQ
UgxWOCb-xaeXhvYM1RV4AaABAg,q4wtHuEj-eA,Marty is the OG of teaching. One of the best,1,2024-02-10,UCJ170QPIjJJHPOEIPxZ6YFg
UgxWpFbgT_GKt6FQdbZ4AaABAg,fmxoJomVaFM,"The grass case is for people who insults you like ""go touch grass kid.""",16269,2021-07-26,UCD_sIEPP58KeL6azzGt6EtQ
UgxwscIQv2xEMKJQb754AaABAg,EFvoCCRZWyI,I was highkey expecting a third cut-to of you red-faced and tears streaming,6000,2025-08-04,UCtjIe7KY61aOOQAbzT6uI_A
UgxwUogRXXkvi2_yEJp4AaABAg,tnw0iu9hMP8,Looks like an eraser that someone left in the bottom of their backpack for a year,5283,2023-11-05,UCbBtU0u1GmBc63WJ7y6k2Ow
UgxWvbLZXucnPlghswd4AaABAg,1D66NgT4EkA,Absolute legend🏆 and what personality too🥳,9911,2022-06-25,UCqOu_w0tJ6f6yo1kyOeMiVg
UgxwXHV73ZVWz0ufN1R4AaABAg,yGDkiUAwxRs,"“And sometimes lights on fire.”
IMMEDIATELY lights on fire.",4572,2024-02-22,UC5jazckRyR3oLzWYBbVc78A
UgxWxW62dYvVd8Wfsmt4AaABAg,jYoZMCMM2Gs,Did u guys saw the thing that was in the first boy leg,43,2024-09-21,UCWzBQx70u3yfrlaeV7DCdSg
UgxWy3eGQ5bpUjjkZb94AaABAg,-asqHLetztY,James Hoffman is crying somewhere,822,2021-10-25,UCcYbxCU5D3I5D0eARYV8Flw
UgxWYXlK4BD8_WZWq-t4AaABAg,lsr7SvS6Nhs,"“Let’s see what it looks like”
*Opens door to the void*",7585,2021-06-02,UClyIy-v1y4CsCwUTsWp6ngA
UgxwZKvmyQp-64wCRsx4AaABAg,TKLlp-vwddo,I love you bro thank you so much😭🙏,16,2025-02-02,UCfY6rBzbTPS1n4PovDMzmww
UgxWZZrYtZcMZKqmI-V4AaABAg,jaTe_lk_y_4,"No one:
What piano teachers want us to do:",160315,2022-06-28,UCmBgJ2jYPAcg_9uYMT5HLxA
UgxX-FkFfgrjnY973Dp4AaABAg,53wd6vhHXas,Valencias crossing ability is just not talked about enough. It was like every single cross made it to his target. most underrated man united player of that era even though he was captain.,535,2023-06-14,UCIe1bJytnnmJGIZebLjhr4w
UgxX0FZyynhUg4KiltB4AaABAg,dm8c5lZGAAg,Her laugh is Contiguous ❤️,6211,2022-08-20,UClgSXHirybRBd2mvG3H0n7g
Ugxx0jSfORxgRTwkaHp4AaABAg,dTSF5ed6pCg,I found this channel and now I’m in love. Using the dehydration technique to store quick meals for outdoor aventures. Bless you and be safe on your journey,4448,2022-05-21,UCXD4eTLvyMOSrb3iSiT6A4Q
Ugxx0S-1uLkRyn3YMp94AaABAg,3DjyC9f8LPU,"""B-but i-i saw a small cut!""

THAT IS BETTER THAN THE ENTIRE FINGER??

(edit: this was literally nine months ago, obviously the comment section has changed. i made this when i saw people whining about it)",88745,2023-10-23,UC7GV19njNhRmYEjClwm85bA
UgxX2jxZ0uF25JIeTU94AaABAg,0xrypdY7_Z4,Subscribe and I'll break another one of Gordon's records 😂,62217,2023-01-15,UCMyOj6fhvKFMjxUCp3b_3gA
UgxX2PfL7YJcxCrEfzp4AaABAg,MENm9EvITsg,"“I’m so hungry”
“What did you eat?”
“A corn dog”
The corn dog:",845,2023-03-31,UC_HW6eOxLUSQ61davPteAcA
UgxX4hm9Bhah53LeM9J4AaABAg,2QbSyE9OHvY,I found one of these crashed in the jungle of Guam but it had a 75 mm cannon mounted in the nose..,6431,2022-06-16,UCgR6gT_ORD5-a-CK4K1xj6A
UgxX4j7S-OQH4TnAo8x4AaABAg,C_NW4atfc14,This is one of first knots I can truly say I’ve memorized,0,2026-01-02,UCCkiLgqHx49Fs6hEhaL4_oQ
Ugxx6AkvQKbzCO6gESN4AaABAg,ta3717Xo2Ro,"thanks man , I'm in a Chinese restaurant now ... u saved me",536,2023-02-14,UCJHZKXmaMaUUG_ueG9R35cg
Ugxx97i78dZr8NBcknN4AaABAg,iEuOnChpxm4,"I'm still upset that Katie's response to Grant's tweet wasn't ""Grant O'Brien"" in quotes",52332,2022-02-16,UCLamenvFUofU6_xid6qGrPw
UgxxaQTgNl6PCPaEVu94AaABAg,lVryXeXbwGM,"For anyone wondering, heavy water is basically H20 but it uses hydrogen's isotope which has one neutron (instead of the regular hydrogen atom which has no neutrons) known as deuterium which doubles the mass of the hydrogen atoms making the compound 11% denser",23723,2023-06-04,UCWpKslU8m9XSazoo5XoyG2A
UgxxaWao9if_6DJDSk14AaABAg,wLIJ11H4eIk,She is so confident and positive by herself!,451,2022-11-01,UCINBsMtY53HWQe-Nwp-_u5A
Ugxxbj-1zcs7MOQAHvh4AaABAg,LGwY64UFWzs,"Twice: so how many times did you watch it?
Me: YESSS",690,2022-06-07,UC7GgSM1dI3Tr9Mi6YI8xw3Q
Ugxxh5plJyXwJKjXrcd4AaABAg,WqV7LdML-So,Why do I land sideways,1,2026-01-13,UCjmpTgSX4IKe2LQQZ62unSg
UgxxhuEAODKmT0AlOF14AaABAg,UrhfQBoaVsg,I used this recipe as a reference and threw everything in a crockpot.. fingers crossed 🤞 😊,5,2024-07-09,UCWmwUJ_sYR0nC4VPI9sbXUA
UgxXiAHwd1jjKFpOTkx4AaABAg,jk6thMe6Vq8,"I spent over 20+ hours filming for this world, hope you enjoy the effort! 








I see comments about the nether portal at the start. I broke the messed up obsidian with my iron pick (you can do that just takes a while) and replaced it with lava/water! Wuv u guys",69325,2021-07-22,UCIPPMRA040LQr5QPyJEbmXA
UgxxidgA_UViUBbU-op4AaABAg,mjeA6WrrxHM,CPU optimisation right here,103,2024-01-27,UCMEonr0rVdzp5Lz9ER9pBhA
Ugxxjoi5KexuRAnVPsh4AaABAg,yLo73H7sCuA,"“ I lie, I cheat, I steal”
-Eddie Guerrero",4147,2023-03-01,UCMtE5ngIoo-o7hMbxGbdH1g
UgxXKvzf_NGLreWJm494AaABAg,dm8c5lZGAAg,"""Kitna Le"" Next level acting by the master",18891,2022-04-29,UCUCcfGkwf_o23t8ytvp7jpg
UgxXlxOVEI7u91Rxo8h4AaABAg,PkURJ6wl3O0,"“derailers are usually used for derailment”
when you need to make your essay longer 😹",59529,2022-05-02,UCsrPLrrgd_OyhNGL0z5CMLg
UgxXMWj3-lFZy0bw6L94AaABAg,z8Oghe4Ibp0,You had to use the Red Cloud for a picture of Red? Genius.,10520,2022-08-05,UCQrjnu72ygZFuSahCZ2HLkg
UgxXnDmkwHMJKso82td4AaABAg,4_U3kNhMZOQ,You should show a real time dipping the wrapper. Everyone has issues with this step the first time. It's deceptively easy... yet it's super easy to ruin the wrapper.,335,2021-10-04,UCPAYN9j3_U77Ubr_GCUWjsQ
UgxxneNeHimttVhiNVp4AaABAg,-pKzXYfA5Xs,Clean and simple! Thank you! Spent like 30 minutes elsewhere trying to get a clean low or mid bun and all the videos I saw just explained products! Thank you for getting straight to the point 🏆,24,2023-11-21,UC0XPD4NHuh6pt79trByv2_g
UgxXnHql1wDjNLAkp-F4AaABAg,ta3717Xo2Ro,Just realized I was doing it wrong this whole time,2955,2021-06-03,UCAVC0VyTNUWdeoFKV45Mavg
Ugxxpf4yQLdNaucV1OB4AaABAg,jcwaXQ2tGl8,"who's the kiddo?
very talented",3169,2023-05-07,UCd50A7Mf1l4hENRzb4Ce7Rg
UgxXqdQHAlceU40Jm-14AaABAg,iEuOnChpxm4,"Asking “who would be disgusting, a filthy rat enough” and having the camera cut to Katie walking out is hysterical.",19575,2023-10-22,UCQyAXpbKbw7K_a_Emv1cViQ
UgxxqI2dcQpuwO7ZGqR4AaABAg,1D66NgT4EkA,Legend ❤❤,3,2024-01-30,UCiyEoO3-9iri4TzzJuV9iFA
UgxXT--c1u_b_w08J6Z4AaABAg,iRnfK3FFb9E,*I'm coming back to watch every time someone like this.* 🤞🏻🔥📍,731,2025-06-21,UCmap7bzadjYM3x_sq92nMVw
UgxxuKiQEhGXcuQzLup4AaABAg,1D66NgT4EkA,"That shot was effortless, yet perfect.",3422,2022-07-22,UCW28F6vGQRJgrAIPl0CpAJA
UgxxuWXIC3mdATMVx_14AaABAg,iBFpng43Jyk,We’re going on a WORLD TOUR!! 🌎🎶 Get your tickets at triplecharm.com!,892,2024-10-24,UCVVMMNVUwHbxljqi-xZ-jig
UgxxV8_4yhsEvHjVkg14AaABAg,XxzNffRFfDk,Their chemistry is nuts 😳,5734,2022-03-12,UCjFuGbnm0ZF9fev-qWxG5Kg
UgxXY2L0kK-UU0xdyHl4AaABAg,I4lksXaU1qk,"Oxygen is Paramagnetic,  we use the same principles in the oil industry to detect oxygen in oil tanks",8761,2023-05-06,UCGgRnUXvduXxy6k37o9J3lg
UgxY-JT0SsAksoFDf1l4AaABAg,z8Oghe4Ibp0,I assume Soul Scythe was removed for copyright reasons (terraria had 2 different weapons that were both forms of a Soul Eater character),983,2022-08-05,UCDFW9jCV5OU011aF3_9qvBA
UgxY0hoPvdxa_lUe8GR4AaABAg,0xrypdY7_Z4,He left more fish on that skin than my dinner last night,15155,2023-01-31,UC8vH7ro_IMZOB7U3vNNgiBw
Ugxy1zCdO2rRIak8hUt4AaABAg,kffacxfA7G4,The comment section is pretty much just a forever going live chat room,25855,2019-09-02,UCI-K-nqOYvkGQ1L9ebHkwnw
UgxY34XA5FaLBwIVzGB4AaABAg,53wd6vhHXas,"Happy retirement, Zlatan Ibrahimović!",9695,2023-06-05,UCG5qGWdu8nIRZqJ_GgDwQ-w
Ugxy42aBFtuby49krMh4AaABAg,1D66NgT4EkA,One of the many great things about Wimbledon is watching this guy entertain the crowd 😀,7484,2022-06-26,UCFiFB1UEsxAKrzPp5H6fMHw
UgxY96YUmkXSQH38mid4AaABAg,0z-fDzv-QMI,Someday he gon slide in the cure for cancer in one of his verses,40698,2023-06-06,UCwpenz1Q_5UFWRrr56HkX3Q
UgxyBkC6iMkA3PMrvct4AaABAg,H1T67soJboI,"This cat is on another level, like space !!",27,2022-06-22,UCv4QYT4GtjpI_FgF85MvSoA
UgxyD_R4SQZlvhOkPNd4AaABAg,5nosjSSf3io,Her smile is priceless 😂,15910,2023-03-09,UCP1lXzYfm0cDtpXUoEDFWuw
UgxYF25WFoMcfSUlL014AaABAg,ZWZWpA7mnRs,"Random dude: ""Do you have ADHD?""
Me: ""How did i get here...""",572,2022-05-19,UCd1297_WLSNomZUS8NAuwsQ
UgxyfQfQ9PxCpPyzwwl4AaABAg,wLxNqtLHwUo,"*18 missed calls from Isaac Newton*



Edit: thx for the likes, and no offense, but how do half of yall not know what gravity is nor know who issaac newton is?😭🙏",9637,2024-03-06,UCwn5XV6ULK-l6JRL67qVikw
UgxYGg_9t3hWC4Ci-WN4AaABAg,IVFxdkQs5JU,When you ate all the strawberries before this video:👁🫦👁,2899,2022-07-22,UCG0_s0Izy1bzj9xrFE8_KIQ
UgxyhLIjSuHtw5vC38d4AaABAg,n_8mi5Jzk0k,"Omg when I was like four years old I disabled my moms new iPod for 600 years or something. We had to go to the apple store to get it fixed and they ballled their eyes out laughing, they where like “ wth… how does this even happen”",1615,2021-06-07,UCqkwpKxZvPY9M1WNXjhH_FA
UgxYhOD4TyQjnhqMl8h4AaABAg,mjeA6WrrxHM,Is this why my printer fails when I'm in a hurry to get to a meeting and works perfectly when I'm only printing memes for my grandpa?,2035,2024-08-02,UCgopX-gubDF9lz_KJ4yoXPA
UgxyIr4HOu-fGmJTOy54AaABAg,8_pMh0nUSdQ,The dimension she added to her lips and eyeliner with shading really pushed this makeup to another level. So cool!,1552,2023-03-12,UCgKq1Zfk0H-BqycHIb0Bv1A
UgxyJ8TpHp2cApYYwAJ4AaABAg,rJ_CLHtV-aQ,The Magnalite pot tells me EVERYTHING I need to know 😭😭🤣🤣🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾🙌🏾,361,2021-11-27,UCntiG-6OIiso9yOqweBjmoA
Ugxykp4g1CZKcGJTYC54AaABAg,iiVxaOn0H_k,"""Now I will proceed to turn this carbon dioxide gas back into diamonds.""",599318,2022-06-22,UCPM2ejUGjA1m2E_Vf_UJrQw
UgxyMf6G-OedpFlv33N4AaABAg,_u8ODxhQK5k,Oh my god he is genuinely on a whole other level,1539,2023-01-19,UCQW0R-d9PdsQfwKNG9Txdmw
UgxypB2Ar6XN5eaWOmd4AaABAg,5K3MU9z97QQ,"Questions 
Will you have a back up or second way to get food incase something happens to the mailed food. Like it doesn’t come on time, goes to the wrong place, or water gets to the dehydrated food?",960,2022-05-29,UCnpdpxxcBtMRGvlhVwMhQEQ
UgxYpOaprmBRW-sz78t4AaABAg,Ul4YB90_bhU,"I can definitely relate to this😂LOL
😂😂😂😂😂",1,2025-11-16,UCnc6jLDRfDq_wKQzdtAZLKw
UgxyR0toR85NLiA5TgF4AaABAg,QmXRE-gM22M,"Love the breakdown fella, you're helping people, and you sound freaking awesome.",0,2025-04-27,UCHh2HKwtuG3JI9l24Ug3Z5g
UgxYREOOU8jTg8UIoPh4AaABAg,LY87Kmem5XM,7.3M👍 keep it coming 🍔🍟🥤,41,2022-10-31,UCtu17KKpivuGW306wsz43MQ
UgxyT3qm0Jb_DawBPF54AaABAg,HJxnfitOmqA,im reading all of these and people have gotten so far in one breath like HOW... people who have actually done it im proud  👇      🥳🥵,77,2026-01-13,UCohj5MxNeT9SnBAQKHLR_zQ
UgxYtfO1vw9BYwRCoRJ4AaABAg,LY87Kmem5XM,Let's feed 16 people! WOOOO-,36,2022-10-30,UCQuO2Qe5UJXJSpOZJ00gSoA
UgxYVMMIH2TJw5pMcVN4AaABAg,w9CE2hs5QoU,"""Making the mother of all omelettes here jack, can't fret over every egg""",682,2023-05-06,UCnSRWyZg_zAB_6ONWjUm8fg
UgxyvTHqTUxqPUadq1J4AaABAg,UJ0BNLGxcfY,"Whenever the background music starts playing, I feel like I'm being exposed to forbidden cosmic knowledge through that unit of a man.",3113,2021-07-16,UCdRzfsM2ngoEVEzsFaxAEjA
Ugxz14DX-IgIgxFqB6d4AaABAg,DY5uo9o4wD4,I love how Kartik is also blushing while watching them 🥺,22351,2022-09-24,UCzGXWdy0ledc2BXYAi4YyZA
Ugxz2w2KJL_VLwMkH394AaABAg,HWohQJ-pesc,"How to get infinite beef fat: just beg your butcher
How to get infinite meal: Just beg your cook
How to get infinite money: Just beg, just beg, just beg",493,2023-10-08,UCISr5gcpw3vh08cLOjn5Fog
Ugxz6Z05I8cu2l5m7Kh4AaABAg,CxN5p54KAy4,I need this in my life,36,2022-08-02,UCoEKPSAP3Q0C1XUVGjrXxNQ
Ugxz7TbxZ_r5KcOyGLV4AaABAg,el2K02I0mEU,"First reaction-😢😢
Middle reaction-😊😊😊
Last reaction😂😅",65,2024-11-03,UCpiJAg1FfJXJi05bfHjdd0A
UgxZAEf9JUlbwHpLqsl4AaABAg,afwys0t-4Sg,Thanks! That really helped me since I'm starting yoyoing,0,2023-04-30,UCfZ3LnFYm8uE81IPDkvu0GA
UgxzakFlmV7pmn0J2vV4AaABAg,CQjD1FtWF0c,Every time I get a notification that somebody liked my comment. I will come and worship here,469,2025-12-12,UCkSxnaf9yYVfDbQAQS94KPg
UgxZanxtHfxfOMoS-Mh4AaABAg,imJFJTXJX48,"the next question:
“Explain your answer for the last question”",4601,2022-03-13,UCVKWQGdpjUT4QnFBI3nLreg
UgxZbCpjw6AF0epYbyF4AaABAg,s146yxhonQ0,Went through 4 weeks of cardio in 40 seconds,7883,2022-08-06,UCL6qKb1RUE_QNwjHV1_6PWw
UgxZbR_9IAceZIdmDLt4AaABAg,BclvXp0t-G0,Love these real and relaxing R&B vibes,559,2025-07-05,UCwRF8VLP3PJjXkL58k-4ytg
UgxZbu3ndgDT7GnS4Rp4AaABAg,wLIJ11H4eIk,This woman proved that size doesn't matter what matter is that the skill and talent.,9067,2022-10-21,UCMvfndtzp6mDzIpi_O7QssQ
UgxZdn6RWOF3vvQPAx54AaABAg,eTGDDaK3kK0,"""AVERAGE SPEED OF 150mph"" 🧢🧢🧢",123945,2023-04-30,UCSOW8-71Pp4YbOINiSwCU3Q
UgxZe1lC56n5SOGNjiJ4AaABAg,eCY5J_ztzog,"“Roll the clip”
“NO!”",626,2022-08-05,UC-jIvuZzYd5w5W79BprciUQ
UgxZf1v-dn2ZrJngJW14AaABAg,B-AYs6eU42M,If all videos on YouTube were quick and straight to the point,6,2024-12-23,UCcSiU3AinKXoQV6BkkKA0zg
UgxZh3B4jzfYsH0JuKV4AaABAg,wLIJ11H4eIk,People who miss og vids of Nas Daily without the ai🥀,239,2025-07-19,UCNtd5JjjqGlQmc94obC_IAA
UgxzhTFIHNd39jRMghp4AaABAg,CW6k1ou38a8,“I’ve come to haunt you prison guard… have any waffles?”,738,2022-09-18,UCmQSCd3KwOms5NFCeJvBzWA
UgxZID-vQYMv2239pDN4AaABAg,M9XhqdwSAGI,2026 Attendance,122,2026-01-02,UCfQxEhDWvIMf2-712rt-J8A
UgxZiF156VIQ-D8OcPN4AaABAg,_u8ODxhQK5k,She took the photo of Magnus. Give her a follow: https://www.instagram.com/niki.riga,13852,2022-12-06,UCQHX6ViZmPsWiYSFAyS0a3Q
UgxZJ4M-B2kNdNrlqE94AaABAg,_u8ODxhQK5k,"""It's about sending a message. And it's about sacrificing the Rook""",2008,2022-12-18,UCWOS4rN8nMeSujPbzP_W7Xw
UgxZjdKEAon1YSf-Yi14AaABAg,6Tobta0eAy0,"That isn't just a player, she's the entire fuckin court",381,2022-09-27,UCtytn_do4V6LyCd7Ro-jBSQ
UgxZmP-emIjnLB0gy6l4AaABAg,bOE5H9b_nSE,20 years and it never gets easier to hear.,263,2023-09-26,UCCNe30lI19U1koOK_tXnxsw
Ugxzoca4jDhkoNOVR6R4AaABAg,afwys0t-4Sg,this is very helpful for beginers just like me.,68,2022-12-10,UCxTxsUQVkMvSERE3kGHGPfA
UgxzP2IVwDMdkEOUQHV4AaABAg,hT_nvWreIhg,"Let's be honest, this song is still legendary.",30801,2020-09-05,UCFNHd7gkK4dsP38dnwgtfeA
UgxzQFKlj_bsZhfPKBl4AaABAg,EeZtId1nDVQ,Меня интересует вопрос а почему Дрим тим решил стать ХО тимом?,1323,2022-12-05,UCqMiuc_vjbWZaVpIufDWNMQ
UgxZQu1y1BXXd1L60P54AaABAg,Wc7Q2UJ3WtE,"Roman concrete really says ""NANOMACHINES SON""",44297,2023-03-13,UCUJunMll7cBxer_rP0kZCMA
